"Average Weekly Earnings (FTES) Total All Ind. & Both Sexes - Seasonally Adj (Qrtly-Mar/Jun/Sep/Dec)",""
"","Total All Industries"
" ","Total Both Sexes"
" ","Total - Seasonally Adjusted"
"1989Q1",499.76
"1989Q2",504.07
"1989Q3",511.62
"1989Q4",519.52
"1990Q1",529.11
"1990Q2",536.34
"1990Q3",541.52
"1990Q4",544.80
"1991Q1",547.33
"1991Q2",549.90
"1991Q3",556.06
"1991Q4",557.12
"1992Q1",562.04
"1992Q2",564.26
"1992Q3",564.46
"1992Q4",567.24
"1993Q1",566.12
"1993Q2",566.21
"1993Q3",567.12
"1993Q4",569.52
"1994Q1",572.74
"1994Q2",579.12
"1994Q3",582.27
"1994Q4",585.73
"1995Q1",588.27
"1995Q2",592.82
"1995Q3",596.43
"1995Q4",599.73
"1996Q1",604.78
"1996Q2",608.97
"1996Q3",613.96
"1996Q4",621.47
"1997Q1",626.84
"1997Q2",630.98
"1997Q3",632.37
"1997Q4",634.93
"1998Q1",637.96
"1998Q2",641.79
"1998Q3",646.52
"1998Q4",650.81
"1999Q1",653.97
"1999Q2",656.94
"1999Q3",661.34
"1999Q4",663.58
"2000Q1",665.49
"2000Q2",668.79
"2000Q3",675.03
"2000Q4",682.08
"2001Q1",683.32
"2001Q2",696.59
"2001Q3",701.95
"2001Q4",706.79
"2002Q1",716.61
"2002Q2",715.45
"2002Q3",731.37
"2002Q4",735.76
"2003Q1",739.32
"2003Q2",744.72
"2003Q3",750.98
"2003Q4",756.54
"2004Q1",762.70
"2004Q2",767.09
"2004Q3",769.20
"2004Q4",779.24
"2005Q1",785.96
"2005Q2",800.06
"2005Q3",795.30
"2005Q4",805.18
"2006Q1",817.58
"2006Q2",827.90
"2006Q3",842.99
"2006Q4",853.01
"2007Q1",859.80
"2007Q2",865.47
"2007Q3",872.01
"2007Q4",882.56
"2008Q1",896.27
"2008Q2",906.55
"2008Q3",917.73
"2008Q4",925.12
"2009Q1",943.55
"2009Q2",945.51
"2009Q3",947.84
"2009Q4",954.65
"2010Q1",950.55
"2010Q2",963.39
"2010Q3",974.11
"2010Q4",987.02
"2011Q1",991.71
"2011Q2",1004.77
"2011Q3",1013.07
"2011Q4",1019.18
"2012Q1",1025.94
"2012Q2",1035.80
"2012Q3",1044.00
"2012Q4",1046.11
"2013Q1",1058.77
"2013Q2",1063.49
"2013Q3",1070.01
"2013Q4",1074.77
"2014Q1",1090.34
"2014Q2",1080.88
"2014Q3",1092.48
"2014Q4",1104.52
"2015Q1",1112.87
"2015Q2",1120.68
"2015Q3",1129.86
"2015Q4",1137.43
"2016Q1",1139.24
"2016Q2",1149.47
"2016Q3",1158.24
"2016Q4",1161.27
"2017Q1",1168.72
"2017Q2",1177.63
"2017Q3",1186.78
"2017Q4",1199.83
"2018Q1",1210.57
"2018Q2",1210.11
"2018Q3",1226.18
"2018Q4",1234.04
"2019Q1",1244.42
"2019Q2",1251.93
"2019Q3",1262.02
"2019Q4",1270.44
"2020Q1",1278.83
"2020Q2",1245.01
"2020Q3",1294.60
"2020Q4",1314.03
"2021Q1",1327.79
"2021Q2",1358.77
"2021Q3",1373.46
"2021Q4",1389.38
"2022Q1",1404.33
"Table information:"
"Units:"
"$, Magnitude = Units"
""
"Footnotes:"
" "
"Symbols:"
".. figure not available"
"C: Confidential"
"E: Early Estimate"
"P: Provisional"
"R: Revised"
"S: Suppressed"
""
"Status flags are not displayed"
""
"Table reference: "
"QEM005AA"
""
"Last updated:"
"04 May 2022 10:45am"
""
"Source: Statistics New Zealand"
"Contact: Information Centre"
"Telephone: 0508 525 525"
"Email:info@stats.govt.nz"
""
""
""
